FileName;Collection;Prefix;Status;Pass
vocals_Mötley Crüe - Looks That Kill.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;BAD;False
vocals_Mötley Crüe - Rattlesnake Shake.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;BAD;False
vocals_Motley Crue - Saints of Los Angeles.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;GOOD;True
vocals_Mötley Crüe - Same Ol' Situation (S.O.S.).mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;GOOD;True
vocals_Mötley Crüe - She Goes Down.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;BAD;False
vocals_Mötley Crüe - Shout at the Devil.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;BAD;False
vocals_Mötley Crüe - Slice Of Your Pie.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;BAD;False
vocals_Mötley Crüe - Time For Change.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;BAD;False
vocals_Mötley Crüe - Without You.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;BAD;False
vocals_Motorhead - Ace of Spades.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;BAD;False
vocals_Motörhead - Ace of Spades.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;BAD;False
vocals_Motörhead - Iron Fist.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;GOOD;True
vocals_Motörhead - Jailbait.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;GOOD;True
vocals_Motörhead - Killed By Death '08.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;GOOD;True
vocals_Motörhead - Love Me Like A Reptile.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;BAD;False
vocals_Motörhead - Overkill.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;BAD;False
vocals_Muffs - Kids in America.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;PERFECT;True
vocals_Muse - Assassin.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;BAD;False
vocals_Muse - Butterflies And Hurricanes.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;PERFECT;True
vocals_Muse - Muscle Museum.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;PERFECT;True
vocals_Muse - Starlight.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;PERFECT;True
vocals_Muse - Supermassive Blackhole.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;BAD;False
vocals_Muse - Uprising.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;BAD;False
vocals_My Chemical Romance - Bulletproof Heart.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;BAD;False
vocals_My Chemical Romance - Planetary (Go!).mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;PERFECT;True
vocals_Myriad - A Clean Shot.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;M;BAD;False
