FileName;Collection;Status;Pass;Prefix
vocals_Disturbed - The Game.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;D
vocals_Disturbed - Voices.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;D
vocals_Dixie Chicks - Sin Wagon.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;D
vocals_Do You Want To Know A Secret.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;D
vocals_Don't Let Me Down.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;D
vocals_Doobie Brothers - China Grove.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;D
vocals_Dover - King George.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;D
vocals_DragonForce - Cry Thunder.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;D
vocals_DragonForce - Operation Ground and Pound.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;D
vocals_DragonForce - Through the Fire and Flames.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;D
vocals_Dream Theater - Constant Motion.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;D
vocals_Dream Theater - On the Backs of Angels.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;D
vocals_Dream Theater - Panic Attack (Jammit).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;D
vocals_Drive My Car.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;D
vocals_Drive-By Truckers - 3 Dimes Down.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;D
vocals_Dropkick Murphys - I'm Shipping Up To Boston.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;D
vocals_Drowning Pool - Bodies.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;D
vocals_Druox - Console War.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;D
vocals_Duran Duran - Girls On Film.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;D
vocals_Duran Duran - Rio.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;D
