FileName;Collection;Status;Pass;Prefix
vocals_Green Day - Hitchin' a Ride.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;G
vocals_Green Day - Holiday.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;G
vocals_Green Day - Homecoming.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;G
vocals_Green Day - Horseshoes and Handgrenades.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;G
vocals_Green Day - In the End.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;G
vocals_Green Day - In the End.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;G
vocals_Green Day - Jesus of Suburbia.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;G
vocals_Green Day - Know Your Enemy.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;G
vocals_Green Day - Last Night on Earth.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;G
vocals_Green Day - Last of the American Girls.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;G
vocals_Green Day - Letterbomb.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;G
vocals_Green Day - Longview.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;G
vocals_Green Day - Minority.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;G
vocals_Green Day - Murder City.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;G
vocals_Green Day - Nice Guys Finish Last.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;G
vocals_Green Day - Peacemaker.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;G
vocals_Green Day - Pulling Teeth.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;G
vocals_Green Day - Restless Heart Syndrome.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;G
vocals_Green Day - Sassafrass Roots.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;G
vocals_Green Day - See the Light.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;G
vocals_Green Day - She.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;G
vocals_Green Day - Song of the Century.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;G
vocals_Green Day - The Static Age.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;G
vocals_Green Day - Viva la Gloria (Little Girl).wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;G
vocals_Green Day - Viva la Gloria!.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;G
vocals_Green Day - Wake Me Up When September Ends.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;G
vocals_Green Day - Warning.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;G
vocals_Green Day - Welcome to Paradise.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;G
vocals_Green Day - Whatsername.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;G
vocals_Green Day - When I Come Around.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;G
vocals_Gym Class Heroes (ft. Adam Levine) - Stereo Hearts.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;G
