FileName;Collection;Prefix;Status;Pass
vocals_Red Hot Chili Peppers - They're Red Hot.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;BAD;False
vocals_Red Hot Chili Peppers - Under the Bridge.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;PERFECT;True
vocals_Red Rider - Lunatic Fringe.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;BAD;False
vocals_REM - Orange Crush.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;PERFECT;True
vocals_REM - The One I Love.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;PERFECT;True
vocals_Rev Theory - Light It Up.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;PERFECT;True
vocals_Rilo Kiley - Portions for Foxes.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;GOOD;True
vocals_Rise Against - Death Blossoms.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;PERFECT;True
vocals_Rise Against - Give It All.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;PERFECT;True
vocals_Rise Against - Ready To Fall.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;PERFECT;True
vocals_Rob Zombie - Sick Bubblegum.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;GOOD;True
vocals_Rob Zombie - Werewolf Baby.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;PERFECT;True
vocals_Robbie Williams - Advertising Space.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;PERFECT;True
vocals_Robbie Williams and Kylie Minogue - Kids.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;PERFECT;True
vocals_Rocky Horror Picture Show - Hot Pootatie.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;BAD;False
vocals_Rocky Horror Picture Show - Sweet Transvestite.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;BAD;False
vocals_Rocky Horror Picture Show - Time Warp.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;BAD;False
vocals_Rogue Traders - Watching You.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;PERFECT;True
vocals_Rolling Stones - Gimme Shelter.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;PERFECT;True
vocals_Rose Hill Drive - Sneak Out.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;BAD;False
vocals_Run DMC - King Of Rock.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;PERFECT;True
vocals_Rush - Oracle The Dream.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;GOOD;True
vocals_Rush - Presentation.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;BAD;False
vocals_Rush - Soliloquy.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;BAD;False
vocals_Rush - The Camera Eye.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;PERFECT;True
vocals_Rush - The Trees.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;PERFECT;True
vocals_Rush - Vital Signs.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;GOOD;True
vocals_Rush - Witch Hunt (Part III Of Fear).mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;GOOD;True
vocals_Rush - Witch Hunt.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;PERFECT;True
vocals_RX Bandits - It's Only Another Parsec....mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;BAD;False
vocals_Ryan Adams - Wonderwall.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;R;BAD;False
