FileName;Collection;Prefix;Status;Pass
vocals_Lenny Kravitz - Are You Gonna Go My Way.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;GOOD;True
vocals_Lenny Kravitz - Fly Away.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;BAD;False
vocals_Lenny Kravitz - Lady.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;BAD;False
vocals_Les Rita Mitsouko - C'est Comme Ca.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;GOOD;True
vocals_Libyans - Welcome To The Neighborhood.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;GOOD;True
vocals_Lily Allen - 22.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;GOOD;True
vocals_Lily Allen - Back To The Start.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;GOOD;True
vocals_Lily Allen - Chinese.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;PERFECT;True
vocals_Lily Allen - Everyone's At It.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;GOOD;True
vocals_Lily Allen - He Wasn't There.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;PERFECT;True
vocals_Lily Allen - Him.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;PERFECT;True
vocals_Lily Allen - I Could Say.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;PERFECT;True
vocals_Lily Allen - Never Gonna Happen.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;PERFECT;True
vocals_Lily Allen - Not Fair.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;GOOD;True
vocals_Lily Allen - Take What You Take.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;PERFECT;True
vocals_Lily Allen - The Fear.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;GOOD;True
vocals_Lily Allen - Who'd Have Known.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;PERFECT;True
vocals_Linkin Park - Bleed It Out.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;BAD;False
vocals_Linkin Park - Burning In The Skies.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;BAD;False
vocals_Linkin Park - One Step Closer.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;BAD;False
vocals_Linkin Park - The Messenger.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;BAD;False
vocals_Linkin Park - What Ive Done.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;PERFECT;True
vocals_Linkin Park - Wretches And Kings.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;PERFECT;True
vocals_Lit - My Own Worst Enemy.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;PERFECT;True
vocals_Living Colour - Cult of Personality (2007 Re-Recording).mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;PERFECT;True
vocals_Loquillo y Trogloditas - Cadillac Solitario (live).mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;BAD;False
vocals_Los Lobos - La Bamba.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;BAD;False
vocals_Lostprophets - Rooftops (A Liberation Broadcast).mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;GOOD;True
vocals_Love and Rockets - Mirror People.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;BAD;False
vocals_Lush - Deluxe.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;L;BAD;False
