FileName;Collection;Status;Pass;Prefix
vocals_Stevie Ray Vaughan - I'm Crying.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;S
vocals_Stevie Ray Vaughan - Love Struck Baby.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;S
vocals_Stevie Ray Vaughan - Mary Had A Little Lamb.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;S
vocals_Stevie Ray Vaughan - Pride and Joy.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;S
vocals_Stevie Ray Vaughan - Tell Me.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;S
vocals_Stevie Ray Vaughan - Texas Flood.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;S
vocals_Stevie Wonder - Higher Ground.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;S
vocals_Stevie Wonder - I Wish.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;S
vocals_Stevie Wonder - Living for the City.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;S
vocals_Stevie Wonder - Sir Duke.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;S
vocals_Stevie Wonder - Superstition.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;S
vocals_Stone Sour - Made of Scars.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;S
vocals_Stone Sour - Say You'll Haunt Me.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;S
vocals_Stone Sour - Through the Glass.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;S
vocals_Stone Temple Pilots - Interstate Love Song.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;S
vocals_Stone Temple Pilots - Plush.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;S
vocals_Stone Temple Pilots - Sex Type Thing.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;S
vocals_Stone Temple Pilots - Trippin' on a Hole in a Paper Heart.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;S
vocals_Styx - Renegade.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;S
vocals_Sublime - What I Got (Jammit).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;S
vocals_Sublime with Rome - Panic.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;S
vocals_Suicide Silence - Disengage (Jammit).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;S
vocals_Suicide Silence - Wake Up (Jammit).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;S
vocals_Sum 41 - Fat Lip.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;S
vocals_Sum 41 - In Too Deep.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;S
vocals_Sum 41 - Still Waiting.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;S
vocals_Sweet - Action.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;S
vocals_Swingin' Utters - This Bastar's Life.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;S
vocals_Switchfoot - Meant To Live.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;S
vocals_System of a Down - Aerials.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;S
vocals_System of a Down - B.Y.O.B.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;S
vocals_System of a Down - Hypnotize.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;S
vocals_System of a Down - Toxicity.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;S
