FileName;Collection;Prefix;Status;Pass
vocals_Thin Lizzy - The Boys Are Back In Town.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;PERFECT;True
vocals_Third Eye Blind - Can You Take Me.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;PERFECT;True
vocals_Third Eye Blind - Graduate.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;PERFECT;True
vocals_Third Eye Blind - Jumper '09.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;PERFECT;True
vocals_Third Eye Blind - Losing A Whole Year.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;PERFECT;True
vocals_Third Eye Blind - Never Let You Go.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;GOOD;True
vocals_Third Eye Blind - Semi-Charmed Life.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;PERFECT;True
vocals_Thrice - All The World Is Mad.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;PERFECT;True
vocals_Thrice - Artist In The Ambulance.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;PERFECT;True
vocals_Thrice - Deadbolt.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;PERFECT;True
vocals_Tom Petty - Free Fallin'.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;BAD;False
vocals_Tom Petty & The Heartbreakers - American Girl.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;BAD;False
vocals_Tom Petty & The Heartbreakers - I Need to Know.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;GOOD;True
vocals_Tom Petty & The Heartbreakers - I Won't Back Down.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;GOOD;True
vocals_Tom Petty & The Heartbreakers - Listen to Her Heart.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;BAD;False
vocals_Tom Petty & The Heartbreakers - Runnin' Down A Dream.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;BAD;False
vocals_Tonic - If You Could Only See.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;GOOD;True
vocals_Tribe - Outside.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;GOOD;True
vocals_Triumph - Lay It On The Line.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;BAD;False
vocals_TV On The Radio - Wolf Like Me.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;BAD;False
vocals_Twisted Sister - I Wanna Rock.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;GOOD;True
vocals_Tyler Bryant - Who I Am.mogg_fixed.mogg_extract.wav;RockBand-GuitarHero-moggs;T;PERFECT;True
