FileName;RockBand-GuitarHero_rb-spreadsheet;Status;Pass;Prefix
vocals_04. I Bleed.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_04. I'm In Touch With Your World.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_04. John Lennon -  It's So Hard.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_04. Judas Priest - Bloodstone.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_04. Kickstart My Heart.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_04. Limelight (Original Version).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_04. Love or Confusion.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_04. Nowhere Man.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_04. Oh! Darling.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_04. Pearl Jam - Why Go.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_04. Rock and Roll Band.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_04. The Clash - Hateful.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_05 - Bring Me To Life.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_05 - Dance the Night Away.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_05 - Monsoon.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_05 - Take Me Out.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_05. ACDC - Heatseeker (Live).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_05. Camera Eye.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_05. Don't Cha Stop.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_05. Fixing A Hole.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_05. Good Mourning_Black Friday.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_05. Green Day - Last of the American Girls.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_05. Guns N' Roses - If The World.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_05. Here Comes Your Man.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_05. John Lennon -  I Don't Want to Be a Soldier.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_05. Judas Priest - (Take These) Chains.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_05. May This Be Love.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_05. Pearl Jam - Black.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_05. Poison Was The Cure.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_05. Smokin'.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_05. Squeeze - Cool for Cats.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_05. Suck My Kiss.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_05. Sunday Morning.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_05. The Clash - Rudie Can't Fail.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_05. Think For Yourself.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_05. Wind Up.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_05. Without You.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_06 - Let's Dance.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_06 - Monkey Wrench.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_06 - Today.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_06 Shop Vac.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_06. ACDC - Fire Your Guns (Live).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_06. Bad Omen.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_06. Green Day - 21 Guns.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_06. Guns N' Roses - There Was A Time.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_06. Hella Good.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_06. I Could Have Lied.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_06. John Lennon -  Gimme Some Truth.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_06. Judas Priest - Pain and Pleasure.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_06. L7 - Pretend We're Dead.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_06. Lucretia.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_06. Pearl Jam - Jeremy.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_06. Same Ol' Situation (S.O.S.).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_06. She's Leaving Home.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_06. The Clash - Spanish Bombs.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_06. The Word.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_06. Up In Arms.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_06. Witch Hunt (Part III of Fear).wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_06. You're All I've Got Tonight.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_07 - Dope Nose.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_07 - Enter Sandman.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_07 - Oh Pretty Woman.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_07 - Up Around the Bend.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_07 Chiron Beta Prime.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_07. ACDC - Jailbreak (Live).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_07. Being For The Benefit Of Mr. Kite!.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_07. Bye Bye Love.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_07. Guns N' Roses - Catcher in the Rye.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_07. I Ain't Superstitious.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_07. John Lennon -  Oh My Love.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_07. Judas Priest - Screaming for Vengeance.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_07. Lit - My Own Worst Enemy.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_07. Mellowship Slinky in B Major.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_07. Michelle.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_07. Monkey Gone To Heaven.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_07. My Hero.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_07. Pearl Jam - Oceans.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_07. Something About You.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_07. Sticky Sweet.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_07. The Clash - The Right Profile.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_07. The Wind Cries Mary.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_07. Tornado Of Souls.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_07. Underneath It All.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_07. Vital Signs.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_08 - Steady, As She Goes.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_08. ACDC - The Jack (Live).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_08. Because.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_08. Excuse Me Mr.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_08. Guns N' Roses - Scraped.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_08. John Lennon -  How Do You Sleep.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_08. Judas Priest - You've Got Another Thing Comin'.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_08. Linkin Park - One Step Closer.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_08. Moving In Stereo.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_08. Mr. Grieves.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_08. My Last Words.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_08. Pearl Jam - Porch.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_08. See You.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_08. She Goes Down.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_08. The Clash - Lost in the Supermarket.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_08. The Righteous and the Wicked.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_08. What Goes On.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_08. Within You Without You.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_09 - The End of Heartache.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_09. ACDC - Dirty Deeds Done Dirt Cheap (Live).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_09. All Mixed Up.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_09. Crackity Jones.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_09. Dont Go Away Mad (Just Go Away).wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_09. Enough Space.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_09. Guns N' Roses - Riad N' The Bedouins.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_09. John Lennon -  How.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_09. Judas Priest - Fever.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_09. Pearl Jam - Garden.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_09. Running.wav;RockBand-GuitarHero_rb-spreadsheet;PERFECT;True;0
vocals_09. Rust In Peace... Polaris.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_09. The Go-Go's - We Got the Beat.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
vocals_09. Third Stone From The Sun.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_09. When I'm Sixty-Four.wav;RockBand-GuitarHero_rb-spreadsheet;BAD;False;0
vocals_09. You Never Give Me Your Money.wav;RockBand-GuitarHero_rb-spreadsheet;GOOD;True;0
